id,user_id,record_date,record_time_slot,attendance_type,note,source,is_approved,approved_by,approved_at,created_at,updated_at,deleted_at
416,16,2025-08-25,full_day,onsite,,self,True,1,2025-08-25 17:48:00,2025-08-25 09:23:00,2025-08-25 17:48:00,
417,17,2025-08-25,full_day,remote,,staff,True,2,2025-08-25 17:19:00,2025-08-25 09:27:00,2025-08-25 17:19:00,
418,18,2025-08-25,full_day,onsite,,self,True,1,2025-08-25 17:28:00,2025-08-25 09:27:00,2025-08-25 17:28:00,
419,19,2025-08-25,full_day,onsite,,self,True,5,2025-08-25 17:44:00,2025-08-25 09:11:00,2025-08-25 17:44:00,
420,20,2025-08-25,full_day,remote,,staff,True,2,2025-08-25 17:50:00,2025-08-25 09:06:00,2025-08-25 17:50:00,
421,21,2025-08-25,full_day,onsite,,self,True,5,2025-08-25 17:34:00,2025-08-25 09:05:00,2025-08-25 17:34:00,
422,22,2025-08-25,full_day,onsite,,self,True,5,2025-08-25 17:57:00,2025-08-25 09:21:00,2025-08-25 17:57:00,
423,23,2025-08-25,full_day,remote,,self,True,3,2025-08-25 17:55:00,2025-08-25 09:20:00,2025-08-25 17:55:00,
424,24,2025-08-25,full_day,absent,体調不良のため,staff,True,2,2025-08-25 17:09:00,2025-08-25 09:26:00,2025-08-25 17:09:00,
425,25,2025-08-25,full_day,absent,,staff,True,4,2025-08-25 17:31:00,2025-08-25 09:20:00,2025-08-25 17:31:00,
426,1,2025-08-26,full_day,remote,,staff,True,1,2025-08-26 17:25:00,2025-08-26 09:16:00,2025-08-26 17:25:00,
427,2,2025-08-26,full_day,onsite,,self,True,4,2025-08-26 17:20:00,2025-08-26 09:18:00,2025-08-26 17:20:00,
428,3,2025-08-26,full_day,onsite,,self,True,4,2025-08-26 17:40:00,2025-08-26 09:21:00,2025-08-26 17:40:00,
429,4,2025-08-26,full_day,remote,,self,True,4,2025-08-26 17:52:00,2025-08-26 09:06:00,2025-08-26 17:52:00,
430,5,2025-08-26,full_day,onsite,,self,True,5,2025-08-26 17:08:00,2025-08-26 09:18:00,2025-08-26 17:08:00,
431,6,2025-08-26,full_day,onsite,,staff,True,4,2025-08-26 17:01:00,2025-08-26 09:03:00,2025-08-26 17:01:00,
432,7,2025-08-26,full_day,remote,,staff,True,4,2025-08-26 17:12:00,2025-08-26 09:22:00,2025-08-26 17:12:00,
433,8,2025-08-26,full_day,onsite,,staff,True,3,2025-08-26 17:05:00,2025-08-26 09:20:00,2025-08-26 17:05:00,
434,9,2025-08-26,full_day,onsite,,staff,True,3,2025-08-26 17:46:00,2025-08-26 09:22:00,2025-08-26 17:46:00,
435,10,2025-08-26,full_day,onsite,,self,True,1,2025-08-26 17:13:00,2025-08-26 09:15:00,2025-08-26 17:13:00,
436,11,2025-08-26,full_day,remote,,staff,True,3,2025-08-26 17:52:00,2025-08-26 09:03:00,2025-08-26 17:52:00,
437,12,2025-08-26,full_day,onsite,,self,True,2,2025-08-26 17:24:00,2025-08-26 09:02:00,2025-08-26 17:24:00,
438,13,2025-08-26,full_day,onsite,,self,True,3,2025-08-26 17:08:00,2025-08-26 09:12:00,2025-08-26 17:08:00,
439,14,2025-08-26,full_day,onsite,,self,True,2,2025-08-26 17:04:00,2025-08-26 09:16:00,2025-08-26 17:04:00,
440,15,2025-08-26,full_day,onsite,,self,True,2,2025-08-26 17:40:00,2025-08-26 09:23:00,2025-08-26 17:40:00,
441,16,2025-08-26,full_day,remote,,self,True,1,2025-08-26 17:57:00,2025-08-26 09:03:00,2025-08-26 17:57:00,
442,17,2025-08-26,full_day,remote,,self,True,4,2025-08-26 17:20:00,2025-08-26 09:25:00,2025-08-26 17:20:00,
443,18,2025-08-26,full_day,onsite,,self,True,5,2025-08-26 17:38:00,2025-08-26 09:23:00,2025-08-26 17:38:00,
444,19,2025-08-26,full_day,onsite,,self,True,3,2025-08-26 17:13:00,2025-08-26 09:16:00,2025-08-26 17:13:00,
445,20,2025-08-26,full_day,remote,,self,True,1,2025-08-26 17:50:00,2025-08-26 09:28:00,2025-08-26 17:50:00,
446,21,2025-08-26,full_day,remote,,staff,True,4,2025-08-26 17:40:00,2025-08-26 09:19:00,2025-08-26 17:40:00,
447,22,2025-08-26,full_day,absent,体調不良のため,staff,True,1,2025-08-26 17:23:00,2025-08-26 09:04:00,2025-08-26 17:23:00,
448,23,2025-08-26,full_day,remote,,self,True,2,2025-08-26 17:48:00,2025-08-26 09:15:00,2025-08-26 17:48:00,
449,24,2025-08-26,full_day,onsite,,self,True,1,2025-08-26 17:16:00,2025-08-26 09:06:00,2025-08-26 17:16:00,
450,25,2025-08-26,full_day,remote,,self,True,5,2025-08-26 17:49:00,2025-08-26 09:13:00,2025-08-26 17:49:00,
451,1,2025-08-27,full_day,onsite,,self,True,3,2025-08-27 17:05:00,2025-08-27 09:16:00,2025-08-27 17:05:00,
452,2,2025-08-27,full_day,absent,,staff,True,2,2025-08-27 17:34:00,2025-08-27 09:18:00,2025-08-27 17:34:00,
453,3,2025-08-27,full_day,onsite,,self,True,4,2025-08-27 17:46:00,2025-08-27 09:30:00,2025-08-27 17:46:00,
454,4,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:29:00,2025-08-27 09:19:00,2025-08-27 17:29:00,
455,5,2025-08-27,full_day,onsite,,staff,True,2,2025-08-27 17:44:00,2025-08-27 09:00:00,2025-08-27 17:44:00,
456,6,2025-08-27,full_day,absent,体調不良のため,staff,True,5,2025-08-27 17:33:00,2025-08-27 09:23:00,2025-08-27 17:33:00,
457,7,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:49:00,2025-08-27 09:28:00,2025-08-27 17:49:00,
458,8,2025-08-27,full_day,absent,,staff,True,3,2025-08-27 17:33:00,2025-08-27 09:22:00,2025-08-27 17:33:00,
459,9,2025-08-27,full_day,remote,,self,True,3,2025-08-27 17:03:00,2025-08-27 09:15:00,2025-08-27 17:03:00,
460,10,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:57:00,2025-08-27 09:18:00,2025-08-27 17:57:00,
461,11,2025-08-27,full_day,onsite,,staff,True,1,2025-08-27 17:15:00,2025-08-27 09:01:00,2025-08-27 17:15:00,
462,12,2025-08-27,full_day,onsite,,staff,True,1,2025-08-27 17:35:00,2025-08-27 09:25:00,2025-08-27 17:35:00,
463,13,2025-08-27,full_day,remote,,self,True,2,2025-08-27 17:26:00,2025-08-27 09:29:00,2025-08-27 17:26:00,
464,14,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:32:00,2025-08-27 09:21:00,2025-08-27 17:32:00,
465,15,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:56:00,2025-08-27 09:14:00,2025-08-27 17:56:00,
466,16,2025-08-27,full_day,onsite,,self,True,5,2025-08-27 17:29:00,2025-08-27 09:00:00,2025-08-27 17:29:00,
467,17,2025-08-27,full_day,onsite,,self,True,2,2025-08-27 17:29:00,2025-08-27 09:11:00,2025-08-27 17:29:00,
468,18,2025-08-27,full_day,onsite,,self,True,5,2025-08-27 17:48:00,2025-08-27 09:25:00,2025-08-27 17:48:00,
469,19,2025-08-27,full_day,remote,,staff,True,5,2025-08-27 17:22:00,2025-08-27 09:20:00,2025-08-27 17:22:00,
470,20,2025-08-27,full_day,onsite,,staff,True,4,2025-08-27 17:54:00,2025-08-27 09:23:00,2025-08-27 17:54:00,
471,21,2025-08-27,full_day,onsite,,self,True,1,2025-08-27 17:09:00,2025-08-27 09:22:00,2025-08-27 17:09:00,
472,22,2025-08-27,full_day,onsite,,self,True,5,2025-08-27 17:26:00,2025-08-27 09:22:00,2025-08-27 17:26:00,
473,23,2025-08-27,full_day,onsite,,self,True,5,2025-08-27 17:08:00,2025-08-27 09:20:00,2025-08-27 17:08:00,
474,24,2025-08-27,full_day,onsite,,self,True,2,2025-08-27 17:15:00,2025-08-27 09:09:00,2025-08-27 17:15:00,
475,25,2025-08-27,full_day,remote,,self,True,3,2025-08-27 17:20:00,2025-08-27 09:14:00,2025-08-27 17:20:00,
476,1,2025-08-28,full_day,onsite,,staff,True,5,2025-08-28 17:06:00,2025-08-28 09:04:00,2025-08-28 17:06:00,
477,2,2025-08-28,full_day,onsite,,self,True,5,2025-08-28 17:22:00,2025-08-28 09:30:00,2025-08-28 17:22:00,
478,3,2025-08-28,full_day,remote,,self,True,1,2025-08-28 17:05:00,2025-08-28 09:05:00,2025-08-28 17:05:00,
479,4,2025-08-28,full_day,onsite,,self,True,3,2025-08-28 17:09:00,2025-08-28 09:02:00,2025-08-28 17:09:00,
480,5,2025-08-28,full_day,absent,,staff,True,4,2025-08-28 17:32:00,2025-08-28 09:09:00,2025-08-28 17:32:00,
481,6,2025-08-28,full_day,absent,,staff,True,1,2025-08-28 18:00:00,2025-08-28 09:14:00,2025-08-28 18:00:00,
482,7,2025-08-28,full_day,onsite,,self,True,2,2025-08-28 17:07:00,2025-08-28 09:00:00,2025-08-28 17:07:00,
483,8,2025-08-28,full_day,onsite,,staff,True,4,2025-08-28 17:23:00,2025-08-28 09:21:00,2025-08-28 17:23:00,
484,9,2025-08-28,full_day,onsite,,self,True,1,2025-08-28 17:01:00,2025-08-28 09:02:00,2025-08-28 17:01:00,
485,10,2025-08-28,full_day,onsite,,staff,True,3,2025-08-28 17:07:00,2025-08-28 09:01:00,2025-08-28 17:07:00,
486,11,2025-08-28,full_day,remote,,self,True,4,2025-08-28 17:31:00,2025-08-28 09:00:00,2025-08-28 17:31:00,
487,12,2025-08-28,full_day,onsite,,self,True,2,2025-08-28 17:17:00,2025-08-28 09:08:00,2025-08-28 17:17:00,
488,13,2025-08-28,full_day,onsite,,self,True,4,2025-08-28 17:26:00,2025-08-28 09:28:00,2025-08-28 17:26:00,
489,14,2025-08-28,full_day,onsite,,self,True,4,2025-08-28 17:12:00,2025-08-28 09:20:00,2025-08-28 17:12:00,
490,15,2025-08-28,full_day,onsite,,self,True,3,2025-08-28 17:30:00,2025-08-28 09:17:00,2025-08-28 17:30:00,
491,16,2025-08-28,full_day,onsite,,self,True,2,2025-08-28 17:01:00,2025-08-28 09:10:00,2025-08-28 17:01:00,
492,17,2025-08-28,full_day,onsite,,staff,True,4,2025-08-28 17:33:00,2025-08-28 09:11:00,2025-08-28 17:33:00,
493,18,2025-08-28,full_day,absent,,staff,True,2,2025-08-28 17:06:00,2025-08-28 09:07:00,2025-08-28 17:06:00,
494,19,2025-08-28,full_day,onsite,,self,True,2,2025-08-28 17:36:00,2025-08-28 09:27:00,2025-08-28 17:36:00,
495,20,2025-08-28,full_day,onsite,,staff,True,5,2025-08-28 17:20:00,2025-08-28 09:25:00,2025-08-28 17:20:00,
496,21,2025-08-28,full_day,onsite,,self,True,3,2025-08-28 18:00:00,2025-08-28 09:18:00,2025-08-28 18:00:00,
497,22,2025-08-28,full_day,onsite,,self,True,4,2025-08-28 17:34:00,2025-08-28 09:09:00,2025-08-28 17:34:00,
498,23,2025-08-28,full_day,onsite,,self,True,2,2025-08-28 17:01:00,2025-08-28 09:16:00,2025-08-28 17:01:00,
499,24,2025-08-28,full_day,onsite,,self,True,3,2025-08-28 17:45:00,2025-08-28 09:05:00,2025-08-28 17:45:00,
500,25,2025-08-28,full_day,onsite,,staff,True,2,2025-08-28 17:37:00,2025-08-28 09:22:00,2025-08-28 17:37:00,
501,1,2025-08-29,full_day,onsite,,self,True,3,2025-08-29 17:45:00,2025-08-29 09:30:00,2025-08-29 17:45:00,
502,2,2025-08-29,full_day,onsite,,self,True,2,2025-08-29 17:10:00,2025-08-29 09:23:00,2025-08-29 17:10:00,
503,3,2025-08-29,full_day,remote,,self,True,2,2025-08-29 17:45:00,2025-08-29 09:30:00,2025-08-29 17:45:00,
504,4,2025-08-29,full_day,absent,,staff,True,5,2025-08-29 17:50:00,2025-08-29 09:21:00,2025-08-29 17:50:00,
505,5,2025-08-29,full_day,onsite,,self,True,3,2025-08-29 17:08:00,2025-08-29 09:05:00,2025-08-29 17:08:00,
506,6,2025-08-29,full_day,absent,体調不良のため,staff,True,5,2025-08-29 17:25:00,2025-08-29 09:24:00,2025-08-29 17:25:00,
507,7,2025-08-29,full_day,onsite,,self,True,5,2025-08-29 17:14:00,2025-08-29 09:20:00,2025-08-29 17:14:00,
508,8,2025-08-29,full_day,absent,体調不良のため,staff,True,2,2025-08-29 17:21:00,2025-08-29 09:07:00,2025-08-29 17:21:00,
509,9,2025-08-29,full_day,onsite,,self,True,3,2025-08-29 17:28:00,2025-08-29 09:00:00,2025-08-29 17:28:00,
510,10,2025-08-29,full_day,onsite,,self,True,1,2025-08-29 17:46:00,2025-08-29 09:00:00,2025-08-29 17:46:00,
511,11,2025-08-29,full_day,remote,,self,True,4,2025-08-29 17:31:00,2025-08-29 09:28:00,2025-08-29 17:31:00,
512,12,2025-08-29,full_day,onsite,,self,True,5,2025-08-29 17:41:00,2025-08-29 09:24:00,2025-08-29 17:41:00,
513,13,2025-08-29,full_day,onsite,,self,True,1,2025-08-29 17:18:00,2025-08-29 09:00:00,2025-08-29 17:18:00,
514,14,2025-08-29,full_day,absent,,staff,True,1,2025-08-29 17:21:00,2025-08-29 09:12:00,2025-08-29 17:21:00,
515,15,2025-08-29,full_day,onsite,,self,True,5,2025-08-29 17:57:00,2025-08-29 09:15:00,2025-08-29 17:57:00,
516,16,2025-08-29,full_day,onsite,,self,True,4,2025-08-29 17:10:00,2025-08-29 09:01:00,2025-08-29 17:10:00,
517,17,2025-08-29,full_day,onsite,,self,True,5,2025-08-29 17:46:00,2025-08-29 09:29:00,2025-08-29 17:46:00,
518,18,2025-08-29,full_day,onsite,,self,True,1,2025-08-29 17:03:00,2025-08-29 09:12:00,2025-08-29 17:03:00,
519,19,2025-08-29,full_day,onsite,,staff,True,1,2025-08-29 17:27:00,2025-08-29 09:02:00,2025-08-29 17:27:00,
520,20,2025-08-29,full_day,remote,,staff,True,1,2025-08-29 17:13:00,2025-08-29 09:05:00,2025-08-29 17:13:00,
521,21,2025-08-29,full_day,absent,,staff,True,4,2025-08-29 17:54:00,2025-08-29 09:25:00,2025-08-29 17:54:00,
522,22,2025-08-29,full_day,onsite,,staff,True,5,2025-08-29 17:24:00,2025-08-29 09:05:00,2025-08-29 17:24:00,
523,23,2025-08-29,full_day,onsite,,self,True,3,2025-08-29 17:28:00,2025-08-29 09:14:00,2025-08-29 17:28:00,
524,24,2025-08-29,full_day,onsite,,staff,True,1,2025-08-29 17:05:00,2025-08-29 09:21:00,2025-08-29 17:05:00,
525,25,2025-08-29,full_day,onsite,,self,True,4,2025-08-29 17:52:00,2025-08-29 09:16:00,2025-08-29 17:52:00,
526,1,2025-09-01,full_day,remote,,self,True,2,2025-09-01 17:30:00,2025-09-01 09:09:00,2025-09-01 17:30:00,
527,2,2025-09-01,full_day,absent,体調不良のため,staff,True,1,2025-09-01 17:32:00,2025-09-01 09:16:00,2025-09-01 17:32:00,
528,3,2025-09-01,full_day,onsite,,staff,True,4,2025-09-01 17:11:00,2025-09-01 09:30:00,2025-09-01 17:11:00,
529,4,2025-09-01,full_day,absent,,staff,True,2,2025-09-01 17:08:00,2025-09-01 09:02:00,2025-09-01 17:08:00,
530,5,2025-09-01,full_day,onsite,,self,True,3,2025-09-01 17:20:00,2025-09-01 09:29:00,2025-09-01 17:20:00,
531,6,2025-09-01,full_day,onsite,,self,True,4,2025-09-01 17:35:00,2025-09-01 09:10:00,2025-09-01 17:35:00,
532,7,2025-09-01,full_day,onsite,,self,True,5,2025-09-01 17:37:00,2025-09-01 09:16:00,2025-09-01 17:37:00,
533,8,2025-09-01,full_day,onsite,,staff,True,5,2025-09-01 17:37:00,2025-09-01 09:24:00,2025-09-01 17:37:00,
534,9,2025-09-01,full_day,onsite,,self,True,1,2025-09-01 17:50:00,2025-09-01 09:09:00,2025-09-01 17:50:00,
535,10,2025-09-01,full_day,remote,,self,True,4,2025-09-01 17:36:00,2025-09-01 09:19:00,2025-09-01 17:36:00,
536,11,2025-09-01,full_day,remote,,staff,True,5,2025-09-01 17:43:00,2025-09-01 09:22:00,2025-09-01 17:43:00,
537,12,2025-09-01,full_day,onsite,,self,True,1,2025-09-01 17:47:00,2025-09-01 09:15:00,2025-09-01 17:47:00,
538,13,2025-09-01,full_day,onsite,,self,True,3,2025-09-01 17:19:00,2025-09-01 09:08:00,2025-09-01 17:19:00,
539,14,2025-09-01,full_day,onsite,,self,True,2,2025-09-01 17:08:00,2025-09-01 09:09:00,2025-09-01 17:08:00,
540,15,2025-09-01,full_day,onsite,,self,True,4,2025-09-01 17:38:00,2025-09-01 09:20:00,2025-09-01 17:38:00,
541,16,2025-09-01,full_day,remote,,self,True,5,2025-09-01 17:55:00,2025-09-01 09:11:00,2025-09-01 17:55:00,
542,17,2025-09-01,full_day,onsite,,staff,True,5,2025-09-01 17:25:00,2025-09-01 09:04:00,2025-09-01 17:25:00,
543,18,2025-09-01,full_day,onsite,,staff,True,2,2025-09-01 17:53:00,2025-09-01 09:01:00,2025-09-01 17:53:00,
544,19,2025-09-01,full_day,onsite,,self,True,3,2025-09-01 17:23:00,2025-09-01 09:26:00,2025-09-01 17:23:00,
545,20,2025-09-01,full_day,onsite,,self,True,2,2025-09-01 17:23:00,2025-09-01 09:15:00,2025-09-01 17:23:00,
546,21,2025-09-01,full_day,remote,,self,True,3,2025-09-01 17:22:00,2025-09-01 09:05:00,2025-09-01 17:22:00,
547,22,2025-09-01,full_day,onsite,,self,True,4,2025-09-01 17:03:00,2025-09-01 09:05:00,2025-09-01 17:03:00,
548,23,2025-09-01,full_day,onsite,,self,True,2,2025-09-01 17:43:00,2025-09-01 09:06:00,2025-09-01 17:43:00,
549,24,2025-09-01,full_day,onsite,,self,True,1,2025-09-01 17:30:00,2025-09-01 09:29:00,2025-09-01 17:30:00,
550,25,2025-09-01,full_day,onsite,,self,True,5,2025-09-01 17:51:00,2025-09-01 09:30:00,2025-09-01 17:51:00,
551,1,2025-09-02,full_day,absent,体調不良のため,staff,True,3,2025-09-02 17:27:00,2025-09-02 09:27:00,2025-09-02 17:27:00,
552,2,2025-09-02,full_day,remote,,self,True,5,2025-09-02 17:52:00,2025-09-02 09:19:00,2025-09-02 17:52:00,
553,3,2025-09-02,full_day,onsite,,self,True,5,2025-09-02 17:38:00,2025-09-02 09:09:00,2025-09-02 17:38:00,
554,4,2025-09-02,full_day,onsite,,self,True,3,2025-09-02 17:40:00,2025-09-02 09:10:00,2025-09-02 17:40:00,
555,5,2025-09-02,full_day,onsite,,staff,True,5,2025-09-02 17:48:00,2025-09-02 09:07:00,2025-09-02 17:48:00,
556,6,2025-09-02,full_day,remote,,self,True,2,2025-09-02 17:46:00,2025-09-02 09:00:00,2025-09-02 17:46:00,
557,7,2025-09-02,full_day,absent,,staff,True,3,2025-09-02 17:58:00,2025-09-02 09:12:00,2025-09-02 17:58:00,
558,8,2025-09-02,full_day,onsite,,self,True,2,2025-09-02 17:43:00,2025-09-02 09:17:00,2025-09-02 17:43:00,
559,9,2025-09-02,full_day,onsite,,self,True,2,2025-09-02 17:53:00,2025-09-02 09:21:00,2025-09-02 17:53:00,
560,10,2025-09-02,full_day,onsite,,self,True,3,2025-09-02 17:46:00,2025-09-02 09:25:00,2025-09-02 17:46:00,
561,11,2025-09-02,full_day,absent,,staff,True,3,2025-09-02 17:41:00,2025-09-02 09:11:00,2025-09-02 17:41:00,
562,12,2025-09-02,full_day,absent,体調不良のため,staff,True,4,2025-09-02 17:50:00,2025-09-02 09:11:00,2025-09-02 17:50:00,
563,13,2025-09-02,full_day,onsite,,self,True,5,2025-09-02 17:37:00,2025-09-02 09:30:00,2025-09-02 17:37:00,
564,14,2025-09-02,full_day,onsite,,self,True,4,2025-09-02 17:33:00,2025-09-02 09:09:00,2025-09-02 17:33:00,
565,15,2025-09-02,full_day,absent,体調不良のため,staff,True,2,2025-09-02 17:08:00,2025-09-02 09:10:00,2025-09-02 17:08:00,
566,16,2025-09-02,full_day,remote,,staff,True,2,2025-09-02 17:49:00,2025-09-02 09:02:00,2025-09-02 17:49:00,
567,17,2025-09-02,full_day,onsite,,self,True,1,2025-09-02 17:00:00,2025-09-02 09:14:00,2025-09-02 17:00:00,
568,18,2025-09-02,full_day,onsite,,self,True,2,2025-09-02 17:31:00,2025-09-02 09:25:00,2025-09-02 17:31:00,
569,19,2025-09-02,full_day,remote,,self,True,4,2025-09-02 17:27:00,2025-09-02 09:30:00,2025-09-02 17:27:00,
570,20,2025-09-02,full_day,onsite,,self,True,1,2025-09-02 17:57:00,2025-09-02 09:10:00,2025-09-02 17:57:00,
571,21,2025-09-02,full_day,onsite,,self,True,2,2025-09-02 17:14:00,2025-09-02 09:22:00,2025-09-02 17:14:00,
572,22,2025-09-02,full_day,onsite,,self,True,5,2025-09-02 17:19:00,2025-09-02 09:05:00,2025-09-02 17:19:00,
573,23,2025-09-02,full_day,onsite,,self,True,5,2025-09-02 17:38:00,2025-09-02 09:16:00,2025-09-02 17:38:00,
574,24,2025-09-02,full_day,absent,体調不良のため,staff,True,2,2025-09-02 17:21:00,2025-09-02 09:15:00,2025-09-02 17:21:00,
575,25,2025-09-02,full_day,remote,,staff,True,2,2025-09-02 17:46:00,2025-09-02 09:04:00,2025-09-02 17:46:00,
576,1,2025-09-03,full_day,onsite,,staff,True,1,2025-09-03 17:24:00,2025-09-03 09:28:00,2025-09-03 17:24:00,
577,2,2025-09-03,full_day,onsite,,self,True,1,2025-09-03 17:42:00,2025-09-03 09:03:00,2025-09-03 17:42:00,
578,3,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:07:00,2025-09-03 09:17:00,2025-09-03 17:07:00,
579,4,2025-09-03,full_day,onsite,,self,True,1,2025-09-03 17:19:00,2025-09-03 09:13:00,2025-09-03 17:19:00,
580,5,2025-09-03,full_day,onsite,,self,True,2,2025-09-03 17:26:00,2025-09-03 09:26:00,2025-09-03 17:26:00,
581,6,2025-09-03,full_day,onsite,,self,True,1,2025-09-03 17:31:00,2025-09-03 09:06:00,2025-09-03 17:31:00,
582,7,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:18:00,2025-09-03 09:05:00,2025-09-03 17:18:00,
583,8,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:21:00,2025-09-03 09:07:00,2025-09-03 17:21:00,
584,9,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:09:00,2025-09-03 09:30:00,2025-09-03 17:09:00,
585,10,2025-09-03,full_day,onsite,,self,True,2,2025-09-03 17:29:00,2025-09-03 09:09:00,2025-09-03 17:29:00,
586,11,2025-09-03,full_day,onsite,,self,True,3,2025-09-03 17:23:00,2025-09-03 09:25:00,2025-09-03 17:23:00,
587,12,2025-09-03,full_day,onsite,,staff,True,1,2025-09-03 17:00:00,2025-09-03 09:27:00,2025-09-03 17:00:00,
588,13,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:39:00,2025-09-03 09:08:00,2025-09-03 17:39:00,
589,14,2025-09-03,full_day,onsite,,staff,True,4,2025-09-03 17:25:00,2025-09-03 09:30:00,2025-09-03 17:25:00,
590,15,2025-09-03,full_day,remote,,self,True,2,2025-09-03 17:07:00,2025-09-03 09:04:00,2025-09-03 17:07:00,
591,16,2025-09-03,full_day,onsite,,staff,True,5,2025-09-03 17:30:00,2025-09-03 09:25:00,2025-09-03 17:30:00,
592,17,2025-09-03,full_day,remote,,self,True,5,2025-09-03 17:01:00,2025-09-03 09:27:00,2025-09-03 17:01:00,
593,18,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:07:00,2025-09-03 09:28:00,2025-09-03 17:07:00,
594,19,2025-09-03,full_day,onsite,,self,True,1,2025-09-03 17:45:00,2025-09-03 09:27:00,2025-09-03 17:45:00,
595,20,2025-09-03,full_day,onsite,,self,True,3,2025-09-03 17:33:00,2025-09-03 09:16:00,2025-09-03 17:33:00,
596,21,2025-09-03,full_day,remote,,self,True,2,2025-09-03 17:30:00,2025-09-03 09:11:00,2025-09-03 17:30:00,
597,22,2025-09-03,full_day,onsite,,self,True,5,2025-09-03 17:57:00,2025-09-03 09:19:00,2025-09-03 17:57:00,
598,23,2025-09-03,full_day,onsite,,self,True,4,2025-09-03 17:54:00,2025-09-03 09:15:00,2025-09-03 17:54:00,
599,24,2025-09-03,full_day,remote,,self,True,3,2025-09-03 17:17:00,2025-09-03 09:01:00,2025-09-03 17:17:00,
600,25,2025-09-03,full_day,remote,,self,True,2,2025-09-03 17:05:00,2025-09-03 09:14:00,2025-09-03 17:05:00,
601,1,2025-09-04,full_day,onsite,,self,True,4,2025-09-04 17:20:00,2025-09-04 09:03:00,2025-09-04 17:20:00,
602,2,2025-09-04,full_day,onsite,,staff,True,4,2025-09-04 17:02:00,2025-09-04 09:17:00,2025-09-04 17:02:00,
603,3,2025-09-04,full_day,onsite,,self,True,5,2025-09-04 17:13:00,2025-09-04 09:20:00,2025-09-04 17:13:00,
604,4,2025-09-04,full_day,absent,,staff,True,3,2025-09-04 17:52:00,2025-09-04 09:07:00,2025-09-04 17:52:00,
605,5,2025-09-04,full_day,remote,,self,True,3,2025-09-04 17:45:00,2025-09-04 09:14:00,2025-09-04 17:45:00,
606,6,2025-09-04,full_day,onsite,,staff,True,3,2025-09-04 17:53:00,2025-09-04 09:20:00,2025-09-04 17:53:00,
607,7,2025-09-04,full_day,onsite,,self,True,1,2025-09-04 17:57:00,2025-09-04 09:05:00,2025-09-04 17:57:00,
608,8,2025-09-04,full_day,remote,,staff,True,5,2025-09-04 17:12:00,2025-09-04 09:06:00,2025-09-04 17:12:00,
609,9,2025-09-04,full_day,absent,体調不良のため,staff,True,2,2025-09-04 17:29:00,2025-09-04 09:06:00,2025-09-04 17:29:00,
610,10,2025-09-04,full_day,remote,,staff,True,5,2025-09-04 17:07:00,2025-09-04 09:24:00,2025-09-04 17:07:00,
611,11,2025-09-04,full_day,onsite,,self,True,1,2025-09-04 17:33:00,2025-09-04 09:23:00,2025-09-04 17:33:00,
612,12,2025-09-04,full_day,absent,体調不良のため,staff,True,5,2025-09-04 17:30:00,2025-09-04 09:24:00,2025-09-04 17:30:00,
613,13,2025-09-04,full_day,onsite,,self,True,2,2025-09-04 17:06:00,2025-09-04 09:12:00,2025-09-04 17:06:00,
614,14,2025-09-04,full_day,onsite,,self,True,4,2025-09-04 17:26:00,2025-09-04 09:19:00,2025-09-04 17:26:00,
615,15,2025-09-04,full_day,onsite,,self,True,3,2025-09-04 17:18:00,2025-09-04 09:14:00,2025-09-04 17:18:00,
616,16,2025-09-04,full_day,onsite,,self,True,5,2025-09-04 17:55:00,2025-09-04 09:10:00,2025-09-04 17:55:00,
617,17,2025-09-04,full_day,absent,,staff,True,2,2025-09-04 17:12:00,2025-09-04 09:22:00,2025-09-04 17:12:00,
618,18,2025-09-04,full_day,onsite,,self,True,2,2025-09-04 17:32:00,2025-09-04 09:17:00,2025-09-04 17:32:00,
619,19,2025-09-04,full_day,onsite,,self,True,5,2025-09-04 17:30:00,2025-09-04 09:18:00,2025-09-04 17:30:00,
620,20,2025-09-04,full_day,remote,,self,True,5,2025-09-04 17:18:00,2025-09-04 09:28:00,2025-09-04 17:18:00,
621,21,2025-09-04,full_day,onsite,,staff,True,2,2025-09-04 17:03:00,2025-09-04 09:21:00,2025-09-04 17:03:00,
622,22,2025-09-04,full_day,onsite,,self,True,3,2025-09-04 17:09:00,2025-09-04 09:26:00,2025-09-04 17:09:00,
623,23,2025-09-04,full_day,onsite,,self,True,1,2025-09-04 17:22:00,2025-09-04 09:26:00,2025-09-04 17:22:00,
624,24,2025-09-04,full_day,onsite,,self,True,5,2025-09-04 17:24:00,2025-09-04 09:07:00,2025-09-04 17:24:00,
625,25,2025-09-04,full_day,onsite,,self,True,1,2025-09-04 17:59:00,2025-09-04 09:12:00,2025-09-04 17:59:00,
