id,user_id,report_date,sleep_rating,stress_rating,meal_rating,bed_time_local,wake_time_local,sleep_minutes,mood_score,created_at,updated_at,deleted_at
231,7,2025-08-15,2,3,3,00:00:00,06:45:00,405,5,2025-08-15 08:49:00,2025-08-15 08:50:00,
232,8,2025-08-15,2,1,3,01:45:00,07:45:00,360,5,2025-08-15 08:53:00,2025-08-15 08:57:00,
233,9,2025-08-15,2,1,3,02:00:00,06:30:00,270,7,2025-08-15 08:58:00,2025-08-15 08:52:00,
234,10,2025-08-15,3,1,3,23:15:00,07:00:00,465,7,2025-08-15 08:57:00,2025-08-15 08:33:00,
235,11,2025-08-15,2,1,3,22:45:00,06:30:00,465,6,2025-08-15 08:47:00,2025-08-15 08:38:00,
236,13,2025-08-15,3,2,2,23:00:00,08:30:00,570,5,2025-08-15 08:35:00,2025-08-15 08:58:00,
237,15,2025-08-15,1,1,3,02:30:00,06:45:00,255,7,2025-08-15 08:51:00,2025-08-15 08:51:00,
238,16,2025-08-15,3,2,3,22:00:00,07:15:00,555,8,2025-08-15 08:32:00,2025-08-15 08:35:00,
239,17,2025-08-15,3,1,2,01:00:00,08:15:00,435,3,2025-08-15 08:43:00,2025-08-15 08:35:00,
240,18,2025-08-15,2,2,3,22:30:00,08:30:00,600,8,2025-08-15 08:44:00,2025-08-15 08:48:00,
241,19,2025-08-15,3,1,3,22:45:00,06:00:00,435,10,2025-08-15 08:35:00,2025-08-15 08:53:00,
242,20,2025-08-15,3,1,3,22:15:00,08:00:00,585,6,2025-08-15 08:55:00,2025-08-15 08:30:00,
243,21,2025-08-15,3,3,3,23:30:00,09:00:00,570,7,2025-08-15 09:00:00,2025-08-15 08:37:00,
244,23,2025-08-15,2,2,2,00:15:00,07:30:00,435,6,2025-08-15 08:52:00,2025-08-15 08:39:00,
245,24,2025-08-15,3,2,3,23:30:00,07:30:00,480,8,2025-08-15 08:56:00,2025-08-15 08:36:00,
246,25,2025-08-15,3,3,3,00:15:00,07:30:00,435,5,2025-08-15 08:44:00,2025-08-15 08:38:00,
247,3,2025-08-18,3,2,2,22:45:00,08:30:00,585,6,2025-08-18 08:50:00,2025-08-18 08:46:00,
248,4,2025-08-18,2,2,2,01:15:00,06:45:00,330,8,2025-08-18 08:48:00,2025-08-18 08:36:00,
249,5,2025-08-18,2,1,2,01:30:00,08:15:00,405,4,2025-08-18 08:40:00,2025-08-18 08:52:00,
250,6,2025-08-18,2,2,3,02:30:00,06:15:00,240,4,2025-08-18 08:44:00,2025-08-18 08:38:00,
251,8,2025-08-18,2,1,2,22:00:00,07:45:00,585,5,2025-08-18 08:48:00,2025-08-18 08:40:00,
252,9,2025-08-18,1,1,3,00:45:00,06:30:00,345,9,2025-08-18 08:50:00,2025-08-18 08:41:00,
253,10,2025-08-18,3,1,2,22:15:00,09:45:00,600,2,2025-08-18 08:50:00,2025-08-18 08:58:00,
254,11,2025-08-18,2,3,2,22:15:00,08:30:00,600,6,2025-08-18 08:47:00,2025-08-18 08:35:00,
255,12,2025-08-18,3,2,3,22:45:00,09:45:00,600,6,2025-08-18 08:45:00,2025-08-18 08:56:00,
256,14,2025-08-18,3,1,3,23:30:00,08:30:00,540,4,2025-08-18 08:42:00,2025-08-18 08:39:00,
257,15,2025-08-18,3,2,3,22:15:00,06:45:00,510,6,2025-08-18 08:38:00,2025-08-18 09:00:00,
258,16,2025-08-18,1,1,3,02:45:00,06:15:00,240,6,2025-08-18 08:59:00,2025-08-18 08:39:00,
259,17,2025-08-18,1,1,2,02:15:00,07:15:00,300,6,2025-08-18 08:55:00,2025-08-18 09:00:00,
260,18,2025-08-18,3,2,1,22:00:00,08:15:00,600,5,2025-08-18 08:44:00,2025-08-18 08:42:00,
261,19,2025-08-18,2,2,3,23:45:00,06:15:00,390,2,2025-08-18 08:36:00,2025-08-18 08:58:00,
262,20,2025-08-18,2,2,3,23:30:00,08:00:00,510,8,2025-08-18 08:57:00,2025-08-18 08:36:00,
263,21,2025-08-18,2,1,2,01:00:00,07:15:00,375,4,2025-08-18 08:51:00,2025-08-18 08:47:00,
264,22,2025-08-18,3,2,3,00:00:00,09:15:00,555,5,2025-08-18 08:45:00,2025-08-18 08:47:00,
265,25,2025-08-18,3,1,2,01:15:00,09:45:00,510,7,2025-08-18 08:52:00,2025-08-18 08:37:00,
266,1,2025-08-19,3,1,2,22:45:00,07:30:00,525,8,2025-08-19 08:34:00,2025-08-19 08:42:00,
267,2,2025-08-19,3,1,3,00:30:00,09:45:00,555,5,2025-08-19 08:41:00,2025-08-19 08:45:00,
268,4,2025-08-19,1,2,2,02:00:00,07:15:00,315,7,2025-08-19 08:41:00,2025-08-19 08:41:00,
269,6,2025-08-19,3,1,2,00:00:00,09:00:00,540,7,2025-08-19 08:34:00,2025-08-19 08:45:00,
270,8,2025-08-19,3,3,2,23:00:00,07:30:00,510,7,2025-08-19 08:40:00,2025-08-19 08:42:00,
271,10,2025-08-19,3,2,2,23:45:00,07:30:00,465,7,2025-08-19 08:51:00,2025-08-19 08:56:00,
272,11,2025-08-19,2,1,1,01:00:00,08:45:00,465,6,2025-08-19 08:42:00,2025-08-19 08:51:00,
273,12,2025-08-19,3,1,1,02:00:00,09:00:00,420,6,2025-08-19 08:53:00,2025-08-19 08:33:00,
274,13,2025-08-19,2,2,3,01:00:00,07:30:00,390,4,2025-08-19 08:34:00,2025-08-19 08:48:00,
275,14,2025-08-19,2,3,2,02:45:00,09:00:00,375,5,2025-08-19 08:45:00,2025-08-19 08:50:00,
276,15,2025-08-19,1,2,2,01:45:00,06:30:00,285,4,2025-08-19 08:53:00,2025-08-19 08:50:00,
277,16,2025-08-19,3,2,3,22:45:00,08:45:00,600,3,2025-08-19 08:57:00,2025-08-19 08:47:00,
278,18,2025-08-19,3,1,3,00:00:00,07:45:00,465,9,2025-08-19 08:42:00,2025-08-19 08:57:00,
279,19,2025-08-19,3,2,2,22:15:00,06:30:00,495,6,2025-08-19 08:52:00,2025-08-19 08:48:00,
280,20,2025-08-19,2,3,3,00:15:00,09:45:00,570,8,2025-08-19 08:39:00,2025-08-19 08:31:00,
281,21,2025-08-19,2,2,1,22:45:00,09:30:00,600,6,2025-08-19 08:49:00,2025-08-19 08:51:00,
282,22,2025-08-19,3,2,2,00:30:00,09:30:00,540,3,2025-08-19 08:54:00,2025-08-19 08:56:00,
283,23,2025-08-19,3,1,3,22:30:00,07:30:00,540,6,2025-08-19 08:30:00,2025-08-19 08:44:00,
284,24,2025-08-19,1,1,2,00:30:00,06:00:00,330,7,2025-08-19 08:31:00,2025-08-19 08:47:00,
285,25,2025-08-19,1,1,3,01:15:00,07:00:00,345,6,2025-08-19 08:34:00,2025-08-19 08:53:00,
286,1,2025-08-20,3,1,3,23:45:00,09:30:00,585,5,2025-08-20 08:44:00,2025-08-20 08:52:00,
287,2,2025-08-20,2,2,3,02:15:00,09:00:00,405,6,2025-08-20 08:32:00,2025-08-20 08:40:00,
288,3,2025-08-20,3,2,3,00:00:00,07:00:00,420,7,2025-08-20 08:53:00,2025-08-20 08:32:00,
289,4,2025-08-20,2,1,3,00:30:00,09:45:00,555,3,2025-08-20 09:00:00,2025-08-20 08:53:00,
290,6,2025-08-20,3,2,1,00:00:00,09:00:00,540,4,2025-08-20 08:48:00,2025-08-20 08:38:00,
291,7,2025-08-20,2,1,3,00:15:00,06:30:00,375,6,2025-08-20 08:48:00,2025-08-20 08:45:00,
292,8,2025-08-20,3,1,2,23:45:00,08:15:00,510,5,2025-08-20 08:51:00,2025-08-20 08:31:00,
293,9,2025-08-20,2,1,2,02:45:00,07:30:00,285,5,2025-08-20 08:43:00,2025-08-20 08:36:00,
294,10,2025-08-20,3,2,3,22:45:00,07:30:00,525,8,2025-08-20 08:49:00,2025-08-20 08:55:00,
295,11,2025-08-20,2,2,3,00:00:00,07:15:00,435,5,2025-08-20 08:40:00,2025-08-20 08:37:00,
296,12,2025-08-20,3,1,2,22:30:00,09:45:00,600,7,2025-08-20 08:40:00,2025-08-20 08:47:00,
297,13,2025-08-20,1,2,1,01:45:00,06:30:00,285,10,2025-08-20 08:41:00,2025-08-20 08:56:00,
298,14,2025-08-20,3,1,3,01:15:00,09:45:00,510,6,2025-08-20 08:52:00,2025-08-20 08:35:00,
299,15,2025-08-20,3,1,1,01:30:00,09:00:00,450,6,2025-08-20 08:48:00,2025-08-20 09:00:00,
300,16,2025-08-20,3,2,3,22:45:00,08:00:00,555,9,2025-08-20 08:46:00,2025-08-20 08:41:00,
301,17,2025-08-20,3,1,3,00:30:00,08:45:00,495,7,2025-08-20 08:30:00,2025-08-20 08:34:00,
302,18,2025-08-20,2,1,3,02:15:00,08:45:00,390,7,2025-08-20 08:43:00,2025-08-20 08:54:00,
303,19,2025-08-20,3,1,1,22:30:00,09:15:00,600,6,2025-08-20 08:47:00,2025-08-20 08:34:00,
304,20,2025-08-20,2,1,3,01:00:00,06:45:00,345,7,2025-08-20 08:33:00,2025-08-20 08:48:00,
305,21,2025-08-20,3,3,3,00:15:00,07:45:00,450,7,2025-08-20 08:41:00,2025-08-20 08:54:00,
306,22,2025-08-20,3,2,3,23:45:00,08:30:00,525,8,2025-08-20 08:50:00,2025-08-20 08:33:00,
307,23,2025-08-20,3,1,3,00:45:00,07:45:00,420,7,2025-08-20 08:44:00,2025-08-20 08:39:00,
308,24,2025-08-20,2,1,3,01:15:00,07:45:00,390,6,2025-08-20 08:39:00,2025-08-20 08:30:00,
309,1,2025-08-21,2,3,1,02:30:00,09:15:00,405,4,2025-08-21 08:51:00,2025-08-21 08:59:00,
310,2,2025-08-21,3,3,3,22:45:00,09:45:00,600,8,2025-08-21 08:50:00,2025-08-21 08:30:00,
311,3,2025-08-21,1,3,3,02:15:00,07:00:00,285,6,2025-08-21 08:53:00,2025-08-21 08:43:00,
312,4,2025-08-21,3,1,3,22:30:00,07:15:00,525,6,2025-08-21 08:45:00,2025-08-21 08:51:00,
313,5,2025-08-21,3,1,3,22:30:00,06:45:00,495,5,2025-08-21 08:57:00,2025-08-21 08:36:00,
314,6,2025-08-21,2,1,3,23:45:00,08:15:00,510,6,2025-08-21 08:59:00,2025-08-21 08:52:00,
315,7,2025-08-21,2,1,3,23:30:00,07:30:00,480,6,2025-08-21 08:30:00,2025-08-21 08:36:00,
316,8,2025-08-21,2,2,3,02:45:00,09:15:00,390,5,2025-08-21 08:51:00,2025-08-21 08:49:00,
317,9,2025-08-21,2,1,3,01:15:00,07:45:00,390,6,2025-08-21 08:46:00,2025-08-21 08:50:00,
318,10,2025-08-21,3,1,1,22:30:00,07:15:00,525,7,2025-08-21 09:00:00,2025-08-21 08:32:00,
319,12,2025-08-21,3,3,1,22:00:00,09:45:00,600,6,2025-08-21 08:32:00,2025-08-21 08:55:00,
320,13,2025-08-21,1,3,3,01:30:00,06:00:00,270,8,2025-08-21 08:56:00,2025-08-21 08:53:00,
321,14,2025-08-21,3,3,2,22:30:00,09:00:00,600,5,2025-08-21 08:52:00,2025-08-21 08:59:00,
322,15,2025-08-21,2,2,3,02:45:00,09:00:00,375,8,2025-08-21 08:33:00,2025-08-21 08:34:00,
323,16,2025-08-21,3,3,3,00:00:00,07:30:00,450,5,2025-08-21 08:40:00,2025-08-21 08:34:00,
324,17,2025-08-21,2,2,3,23:45:00,07:30:00,465,8,2025-08-21 08:50:00,2025-08-21 08:52:00,
325,18,2025-08-21,3,1,2,22:45:00,09:15:00,600,4,2025-08-21 08:40:00,2025-08-21 08:39:00,
326,19,2025-08-21,3,1,2,01:30:00,09:30:00,480,5,2025-08-21 08:49:00,2025-08-21 08:31:00,
327,20,2025-08-21,3,1,1,23:15:00,08:00:00,525,6,2025-08-21 08:41:00,2025-08-21 08:48:00,
328,21,2025-08-21,3,1,3,00:30:00,08:15:00,465,6,2025-08-21 08:39:00,2025-08-21 08:45:00,
329,23,2025-08-21,2,1,3,01:30:00,07:15:00,345,7,2025-08-21 08:39:00,2025-08-21 08:57:00,
330,24,2025-08-21,1,3,3,01:30:00,07:00:00,330,6,2025-08-21 08:48:00,2025-08-21 08:39:00,
331,1,2025-08-22,3,2,2,23:00:00,08:30:00,570,6,2025-08-22 08:53:00,2025-08-22 08:57:00,
332,2,2025-08-22,2,2,3,02:45:00,09:15:00,390,7,2025-08-22 08:41:00,2025-08-22 08:50:00,
333,3,2025-08-22,3,1,2,23:30:00,08:45:00,555,5,2025-08-22 08:45:00,2025-08-22 08:50:00,
334,4,2025-08-22,3,2,2,23:45:00,07:45:00,480,5,2025-08-22 08:30:00,2025-08-22 08:51:00,
335,5,2025-08-22,3,1,3,22:30:00,07:30:00,540,8,2025-08-22 08:34:00,2025-08-22 08:38:00,
336,6,2025-08-22,1,2,2,02:00:00,07:30:00,330,5,2025-08-22 08:48:00,2025-08-22 08:59:00,
337,7,2025-08-22,3,3,2,22:15:00,07:30:00,555,6,2025-08-22 08:42:00,2025-08-22 08:50:00,
338,8,2025-08-22,3,2,3,22:30:00,06:30:00,480,4,2025-08-22 08:47:00,2025-08-22 08:57:00,
339,10,2025-08-22,1,1,3,02:00:00,06:45:00,285,5,2025-08-22 08:37:00,2025-08-22 08:37:00,
340,11,2025-08-22,3,3,3,00:15:00,07:15:00,420,5,2025-08-22 08:44:00,2025-08-22 08:35:00,
341,12,2025-08-22,3,3,3,22:30:00,08:00:00,570,7,2025-08-22 08:53:00,2025-08-22 08:56:00,
342,13,2025-08-22,3,1,3,22:15:00,08:00:00,585,9,2025-08-22 08:37:00,2025-08-22 08:48:00,
343,14,2025-08-22,2,1,2,02:45:00,09:00:00,375,6,2025-08-22 08:47:00,2025-08-22 08:58:00,
344,15,2025-08-22,3,1,2,22:30:00,06:15:00,465,9,2025-08-22 08:44:00,2025-08-22 08:32:00,
345,16,2025-08-22,1,2,1,01:15:00,06:15:00,300,6,2025-08-22 08:39:00,2025-08-22 08:48:00,
346,17,2025-08-22,3,2,3,22:45:00,06:45:00,480,8,2025-08-22 08:36:00,2025-08-22 08:48:00,
347,18,2025-08-22,1,3,2,02:45:00,06:30:00,240,7,2025-08-22 08:49:00,2025-08-22 08:38:00,
348,19,2025-08-22,3,1,3,01:15:00,08:45:00,450,9,2025-08-22 09:00:00,2025-08-22 08:50:00,
349,20,2025-08-22,3,2,3,00:30:00,07:30:00,420,7,2025-08-22 08:47:00,2025-08-22 08:46:00,
350,21,2025-08-22,1,2,3,00:45:00,06:15:00,330,7,2025-08-22 08:40:00,2025-08-22 08:58:00,
351,23,2025-08-22,2,2,3,02:45:00,09:15:00,390,6,2025-08-22 08:35:00,2025-08-22 08:32:00,
352,24,2025-08-22,1,1,3,01:30:00,06:45:00,315,6,2025-08-22 08:51:00,2025-08-22 08:47:00,
353,25,2025-08-22,3,1,3,23:15:00,06:15:00,420,6,2025-08-22 08:46:00,2025-08-22 08:39:00,
354,1,2025-08-25,1,1,2,00:45:00,06:30:00,345,8,2025-08-25 08:36:00,2025-08-25 08:48:00,
355,2,2025-08-25,3,2,3,23:30:00,07:15:00,465,4,2025-08-25 08:55:00,2025-08-25 08:35:00,
356,3,2025-08-25,3,2,3,23:15:00,08:45:00,570,7,2025-08-25 08:55:00,2025-08-25 08:43:00,
357,4,2025-08-25,3,2,2,00:15:00,08:45:00,510,6,2025-08-25 08:56:00,2025-08-25 08:39:00,
358,5,2025-08-25,3,3,2,00:15:00,08:30:00,495,8,2025-08-25 08:56:00,2025-08-25 08:53:00,
359,6,2025-08-25,3,2,3,00:45:00,08:45:00,480,5,2025-08-25 08:54:00,2025-08-25 08:43:00,
360,7,2025-08-25,3,1,3,22:45:00,06:45:00,480,6,2025-08-25 08:55:00,2025-08-25 08:34:00,
361,8,2025-08-25,2,1,3,01:30:00,06:15:00,285,8,2025-08-25 08:52:00,2025-08-25 08:38:00,
362,9,2025-08-25,2,1,3,00:30:00,06:30:00,360,4,2025-08-25 08:43:00,2025-08-25 08:55:00,
363,10,2025-08-25,1,3,3,01:30:00,07:15:00,345,5,2025-08-25 08:44:00,2025-08-25 08:57:00,
364,12,2025-08-25,2,2,1,00:00:00,06:15:00,375,7,2025-08-25 08:35:00,2025-08-25 08:40:00,
365,13,2025-08-25,1,1,2,01:45:00,06:45:00,300,8,2025-08-25 08:59:00,2025-08-25 08:52:00,
366,14,2025-08-25,2,2,3,01:15:00,08:45:00,450,6,2025-08-25 08:31:00,2025-08-25 08:50:00,
367,15,2025-08-25,3,1,3,00:30:00,08:45:00,495,4,2025-08-25 08:33:00,2025-08-25 08:45:00,
368,16,2025-08-25,3,1,3,23:00:00,08:45:00,585,3,2025-08-25 08:57:00,2025-08-25 08:34:00,
369,17,2025-08-25,1,2,2,02:30:00,07:00:00,270,6,2025-08-25 08:40:00,2025-08-25 08:48:00,
370,18,2025-08-25,2,2,2,02:30:00,08:00:00,330,5,2025-08-25 08:54:00,2025-08-25 08:32:00,
371,19,2025-08-25,2,3,2,00:30:00,09:15:00,525,7,2025-08-25 08:44:00,2025-08-25 08:37:00,
372,20,2025-08-25,2,2,3,01:30:00,08:15:00,405,6,2025-08-25 08:51:00,2025-08-25 08:52:00,
373,21,2025-08-25,2,1,2,00:30:00,06:15:00,345,6,2025-08-25 08:43:00,2025-08-25 08:43:00,
374,22,2025-08-25,1,3,2,01:45:00,06:00:00,255,6,2025-08-25 08:46:00,2025-08-25 08:41:00,
375,23,2025-08-25,3,1,1,22:45:00,06:30:00,465,4,2025-08-25 08:45:00,2025-08-25 08:39:00,
376,1,2025-08-26,1,3,3,02:30:00,06:00:00,240,8,2025-08-26 08:47:00,2025-08-26 08:54:00,
377,2,2025-08-26,3,3,2,22:15:00,06:45:00,510,7,2025-08-26 08:36:00,2025-08-26 08:54:00,
378,3,2025-08-26,3,2,3,22:45:00,08:45:00,600,7,2025-08-26 08:58:00,2025-08-26 08:53:00,
379,4,2025-08-26,2,2,3,23:30:00,06:15:00,405,6,2025-08-26 08:50:00,2025-08-26 08:48:00,
380,5,2025-08-26,3,2,3,00:45:00,09:00:00,495,7,2025-08-26 08:39:00,2025-08-26 08:30:00,
381,6,2025-08-26,2,1,2,02:45:00,06:00:00,240,5,2025-08-26 08:43:00,2025-08-26 08:34:00,
382,7,2025-08-26,3,1,3,00:15:00,08:45:00,510,9,2025-08-26 08:36:00,2025-08-26 08:54:00,
383,8,2025-08-26,1,1,3,02:30:00,07:15:00,285,7,2025-08-26 08:36:00,2025-08-26 08:39:00,
384,9,2025-08-26,3,1,3,23:00:00,06:00:00,420,5,2025-08-26 08:47:00,2025-08-26 08:41:00,
385,10,2025-08-26,3,1,1,22:30:00,08:15:00,585,5,2025-08-26 08:36:00,2025-08-26 08:39:00,
386,11,2025-08-26,3,2,2,23:45:00,08:15:00,510,2,2025-08-26 08:36:00,2025-08-26 08:54:00,
387,12,2025-08-26,2,2,3,00:00:00,07:45:00,465,5,2025-08-26 09:00:00,2025-08-26 08:42:00,
388,13,2025-08-26,2,1,3,22:45:00,07:45:00,540,6,2025-08-26 08:44:00,2025-08-26 08:42:00,
389,14,2025-08-26,2,1,3,23:15:00,09:00:00,585,8,2025-08-26 08:35:00,2025-08-26 08:46:00,
390,15,2025-08-26,2,2,1,02:00:00,07:15:00,315,7,2025-08-26 08:45:00,2025-08-26 08:53:00,
391,16,2025-08-26,2,1,3,02:30:00,08:45:00,375,6,2025-08-26 08:36:00,2025-08-26 08:36:00,
392,17,2025-08-26,3,1,1,22:30:00,09:30:00,600,5,2025-08-26 09:00:00,2025-08-26 08:44:00,
393,18,2025-08-26,3,1,2,22:00:00,09:45:00,600,9,2025-08-26 08:57:00,2025-08-26 08:33:00,
394,19,2025-08-26,3,3,2,00:30:00,08:00:00,450,7,2025-08-26 08:57:00,2025-08-26 08:50:00,
395,20,2025-08-26,2,1,2,00:15:00,06:45:00,390,8,2025-08-26 08:58:00,2025-08-26 08:45:00,
396,21,2025-08-26,2,1,3,22:30:00,08:00:00,570,7,2025-08-26 08:37:00,2025-08-26 08:35:00,
397,23,2025-08-26,2,1,3,02:00:00,07:15:00,315,7,2025-08-26 08:45:00,2025-08-26 08:54:00,
398,24,2025-08-26,3,2,3,22:00:00,07:30:00,570,7,2025-08-26 08:43:00,2025-08-26 08:56:00,
399,25,2025-08-26,3,1,3,23:45:00,07:15:00,450,8,2025-08-26 09:00:00,2025-08-26 08:34:00,
400,1,2025-08-27,2,2,3,23:30:00,06:15:00,405,6,2025-08-27 08:30:00,2025-08-27 08:45:00,
401,3,2025-08-27,3,2,3,23:30:00,09:30:00,600,5,2025-08-27 08:38:00,2025-08-27 08:49:00,
402,4,2025-08-27,2,3,2,00:00:00,06:30:00,390,5,2025-08-27 08:30:00,2025-08-27 08:58:00,
403,5,2025-08-27,2,3,2,01:00:00,07:45:00,405,7,2025-08-27 08:31:00,2025-08-27 08:47:00,
404,7,2025-08-27,2,2,3,01:15:00,07:00:00,345,5,2025-08-27 08:58:00,2025-08-27 08:37:00,
405,9,2025-08-27,3,2,3,22:45:00,06:00:00,435,6,2025-08-27 08:44:00,2025-08-27 08:43:00,
406,10,2025-08-27,1,1,3,02:45:00,07:00:00,255,6,2025-08-27 08:45:00,2025-08-27 08:58:00,
407,11,2025-08-27,3,1,1,00:15:00,08:30:00,495,6,2025-08-27 08:51:00,2025-08-27 08:52:00,
408,12,2025-08-27,2,3,3,22:45:00,09:15:00,600,3,2025-08-27 08:46:00,2025-08-27 08:34:00,
409,13,2025-08-27,2,2,3,23:15:00,06:00:00,405,4,2025-08-27 08:52:00,2025-08-27 08:42:00,
410,14,2025-08-27,3,3,1,00:00:00,07:15:00,435,4,2025-08-27 08:53:00,2025-08-27 08:51:00,
411,15,2025-08-27,3,3,3,00:30:00,09:30:00,540,9,2025-08-27 08:34:00,2025-08-27 08:40:00,
412,16,2025-08-27,1,2,3,01:30:00,07:00:00,330,5,2025-08-27 08:55:00,2025-08-27 08:42:00,
413,17,2025-08-27,2,3,3,22:15:00,07:00:00,525,7,2025-08-27 08:31:00,2025-08-27 08:56:00,
414,18,2025-08-27,2,3,2,23:15:00,09:30:00,600,4,2025-08-27 08:45:00,2025-08-27 08:45:00,
415,19,2025-08-27,3,2,3,00:15:00,09:45:00,570,5,2025-08-27 08:44:00,2025-08-27 08:49:00,
416,20,2025-08-27,1,2,3,00:45:00,06:30:00,345,7,2025-08-27 08:46:00,2025-08-27 08:59:00,
417,21,2025-08-27,3,1,2,00:30:00,07:30:00,420,6,2025-08-27 08:57:00,2025-08-27 08:45:00,
418,22,2025-08-27,1,1,3,02:45:00,06:30:00,240,8,2025-08-27 08:38:00,2025-08-27 08:32:00,
419,23,2025-08-27,2,2,3,00:45:00,06:15:00,330,8,2025-08-27 08:44:00,2025-08-27 08:56:00,
420,24,2025-08-27,3,1,2,22:00:00,08:15:00,600,3,2025-08-27 08:39:00,2025-08-27 08:44:00,
421,25,2025-08-27,2,3,2,01:00:00,07:45:00,405,4,2025-08-27 08:56:00,2025-08-27 09:00:00,
422,1,2025-08-28,1,2,2,02:15:00,07:15:00,300,8,2025-08-28 08:36:00,2025-08-28 08:53:00,
423,2,2025-08-28,2,3,3,00:15:00,06:30:00,375,6,2025-08-28 08:47:00,2025-08-28 08:37:00,
424,3,2025-08-28,2,1,3,02:15:00,08:15:00,360,4,2025-08-28 08:33:00,2025-08-28 08:51:00,
425,4,2025-08-28,3,2,2,23:15:00,07:45:00,510,8,2025-08-28 08:38:00,2025-08-28 08:31:00,
426,7,2025-08-28,3,1,2,01:30:00,09:45:00,495,7,2025-08-28 08:44:00,2025-08-28 08:40:00,
427,8,2025-08-28,2,1,3,23:30:00,06:00:00,390,6,2025-08-28 08:38:00,2025-08-28 08:52:00,
428,9,2025-08-28,2,3,3,02:30:00,07:00:00,270,9,2025-08-28 08:43:00,2025-08-28 08:34:00,
429,10,2025-08-28,3,2,3,23:45:00,07:15:00,450,6,2025-08-28 08:35:00,2025-08-28 08:50:00,
430,11,2025-08-28,1,1,1,01:45:00,07:15:00,330,6,2025-08-28 08:32:00,2025-08-28 08:37:00,
431,12,2025-08-28,3,2,3,00:15:00,09:00:00,525,7,2025-08-28 08:48:00,2025-08-28 09:00:00,
432,13,2025-08-28,3,1,3,23:15:00,09:15:00,600,6,2025-08-28 08:54:00,2025-08-28 08:40:00,
433,14,2025-08-28,3,1,2,22:00:00,08:00:00,600,7,2025-08-28 08:49:00,2025-08-28 08:45:00,
434,15,2025-08-28,3,2,3,23:45:00,08:00:00,495,7,2025-08-28 08:49:00,2025-08-28 08:44:00,
435,16,2025-08-28,3,2,3,23:00:00,08:30:00,570,8,2025-08-28 08:31:00,2025-08-28 08:42:00,
436,17,2025-08-28,3,1,3,00:00:00,09:45:00,585,4,2025-08-28 08:58:00,2025-08-28 08:52:00,
437,19,2025-08-28,2,3,1,01:30:00,07:00:00,330,5,2025-08-28 08:53:00,2025-08-28 08:49:00,
438,20,2025-08-28,1,3,2,02:30:00,07:45:00,315,9,2025-08-28 09:00:00,2025-08-28 08:43:00,
439,21,2025-08-28,1,2,3,01:00:00,06:30:00,330,6,2025-08-28 08:53:00,2025-08-28 08:38:00,
440,22,2025-08-28,3,2,3,00:30:00,09:30:00,540,7,2025-08-28 08:32:00,2025-08-28 08:30:00,
441,23,2025-08-28,3,3,3,22:45:00,07:45:00,540,8,2025-08-28 08:43:00,2025-08-28 08:51:00,
442,24,2025-08-28,3,1,3,00:00:00,09:45:00,585,8,2025-08-28 08:57:00,2025-08-28 08:59:00,
443,25,2025-08-28,1,1,3,01:00:00,06:00:00,300,6,2025-08-28 08:33:00,2025-08-28 09:00:00,
444,1,2025-08-29,3,3,1,23:30:00,09:45:00,600,5,2025-08-29 08:31:00,2025-08-29 08:41:00,
445,2,2025-08-29,1,3,3,01:45:00,06:45:00,300,6,2025-08-29 08:50:00,2025-08-29 08:53:00,
446,3,2025-08-29,2,2,3,01:00:00,07:15:00,375,7,2025-08-29 08:30:00,2025-08-29 08:50:00,
447,5,2025-08-29,3,3,3,00:00:00,08:45:00,525,8,2025-08-29 08:53:00,2025-08-29 08:44:00,
448,7,2025-08-29,3,3,3,00:30:00,08:30:00,480,4,2025-08-29 08:37:00,2025-08-29 08:38:00,
449,9,2025-08-29,3,2,3,01:00:00,08:45:00,465,6,2025-08-29 08:50:00,2025-08-29 08:38:00,
450,10,2025-08-29,3,2,1,23:15:00,08:45:00,570,6,2025-08-29 08:54:00,2025-08-29 08:56:00,
451,11,2025-08-29,2,1,2,23:45:00,06:30:00,405,8,2025-08-29 08:41:00,2025-08-29 08:49:00,
452,12,2025-08-29,2,1,3,02:15:00,08:30:00,375,5,2025-08-29 08:33:00,2025-08-29 08:59:00,
453,13,2025-08-29,3,1,2,22:45:00,08:45:00,600,8,2025-08-29 08:54:00,2025-08-29 08:42:00,
454,15,2025-08-29,3,2,3,23:30:00,09:30:00,600,8,2025-08-29 08:44:00,2025-08-29 08:58:00,
455,16,2025-08-29,2,1,3,00:15:00,07:30:00,435,2,2025-08-29 08:36:00,2025-08-29 08:48:00,
456,17,2025-08-29,3,1,2,00:30:00,07:45:00,435,9,2025-08-29 08:32:00,2025-08-29 08:36:00,
457,18,2025-08-29,2,1,2,22:00:00,09:30:00,600,8,2025-08-29 08:40:00,2025-08-29 08:47:00,
458,19,2025-08-29,2,2,3,00:45:00,07:45:00,420,10,2025-08-29 09:00:00,2025-08-29 08:53:00,
459,20,2025-08-29,3,3,3,00:00:00,08:15:00,495,7,2025-08-29 08:31:00,2025-08-29 08:37:00,
460,22,2025-08-29,1,1,3,02:15:00,08:00:00,345,6,2025-08-29 08:56:00,2025-08-29 08:52:00,
461,23,2025-08-29,3,1,3,23:15:00,07:45:00,510,5,2025-08-29 08:36:00,2025-08-29 08:34:00,
462,24,2025-08-29,3,2,2,22:30:00,07:00:00,510,6,2025-08-29 08:45:00,2025-08-29 08:56:00,
